"","","24.2.  ИНВЕСТИЦИИ В ОСНОВНОЙ КАПИТАЛ",""
"Годы","Инвестиции в основной","В процентах к предыдущему","Инвестиции в основной"
"","капитал, млн рублей","году (в сопоставимых ценах)","капитал на душу населения,"
"","","","рублей"
"2014","99680,5","101,1","41747"
"2015","78538,1","71,2","32988"
"2016","75284,8","90,0","31749"
"2017","87844,0","115,1","37256"
"20181)","109925,2","121,7","46948"
