"","4.21. БРАКИ И РАЗВОДЫ","","","",""
"","(единиц)","","","",""
"","2014","2015","2016","2017","2018"
"Зарегистрировано","","","","",""
"браков","18476","16209","14456","15271","13221"
"разводов","13243","10662","10369","10745","10040"
"На 1000 человек населения зарегистрировано","","","","",""
"браков","7,7","6,8","6,1","6,5","5,6"
"разводов","5,5","4,5","4,4","4,6","4,3"
