"","25.16. ИНДЕКСЫ ТАРИФОВ НА ГРУЗОВЫЕ ПЕРЕВОЗКИ","","","",""
"","(декабрь к декабрю предыдущего года; в процентах)","","","",""
"","2014","2015","2016","2017","2018"
"Транспорт – всего","100,5","134,7","98,9","107,1","101,9"
"из него автомобильный","100,5","134,7","98,9","107,1","101,9"
"в том числе по видам сообщений:","","","","",""
"междунаpодное","…","…","…","100,0","100,0"
"междугоpодное","100,2","135,6","98,4","107,0","102,2"
"внутpигоpодское и пpигоpодное","102,7","117,3","113,3","107,5","100,0"
